Country Code,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24
ABW,0.3818247398281258,0.051982412984365685,0.25177548254485277,0.06996426109818407,0.029813989346212603,0.016507172195113638,0.005461024776106265,0.024181914657739157,0.000538236908075175,0.0023337113081103853,0.03460760461826559,0.002832381850423119,0.0006237069093246577,0.02985928278489869,0.01307967774399741,0.0018894676051019466,0.045143472536331906,0.01231817153387583,8.640548801700303e-05,0.025131956950058588,3.7937528576749396e-06,4.1132423614659666e-05,1.5003203830408353e-10,6.315442062221009e-12
AFG,0.27938132586414255,0.21814914205274558,0.24881621327817408,0.05085645049883531,0.05618968447713532,0.05201237048270362,0.0029387003954476163,0.0235973922186929,0.00023015459681314078,0.0055111508612555845,0.000664459210265204,0.0009826397187473498,0.002375086314698303,0.014493129729525461,0.020547340247475718,0.007887785306047319,0.0003305962008953426,0.010962747907712197,0.002807361196783506,0.00010363999588026783,0.0011427717442988497,1.9856996905757154e-05,1.4354440394023324e-10,5.612745308472312e-10
AGO,0.8081661538782631,0.05249586813861439,0.00480408784833036,0.03495617511474503,0.009412502809403147,0.011841707720774792,0.0011375743128952895,0.0009185920977629907,0.01498292476855795,0.013746106294728356,0.00017725866090520916,0.010679056845641828,0.0031426267030893055,0.01226661749523506,0.0006380506379843554,0.016620476880742842,0.0028882194492686726,0.0006992557536555791,6.927364179923515e-07,0.0004156589077983221,3.25170105823476e-06,7.141128886110672e-06,1.1462094817603766e-10,6.201830521135568e-13
ALB,0.053188348678165506,0.00017817421561788704,0.30979691062319287,0.20856742878375248,0.0391106791950513,0.19701388189800786,0.034185592248734055,0.022479179575444104,0.026081546054186392,0.01092480290053154,0.0031260065178232168,0.0010388023841662744,0.008530112143994812,0.00017536799801944378,0.023889509625510216,0.02958096628837103,0.000791588916646839,0.0014018471131774053,0.013313841071786216,0.013461308033011316,0.003133759280551492,3.0346415813983483e-05,9.6312844527738e-12,2.8812514292230573e-11
AND,0.6461406797916519,0.08952786187645125,0.0002823107130043018,0.010844121710877192,0.022781388245271005,0.09229105020130261,0.005522025169931072,0.0936530774960698,0.000684850394217712,0.013971758558031098,0.00038619157311009777,0.012479884917966925,5.346761474937427e-07,0.004535567429714274,8.053984434313909e-05,0.0018260926765844437,0.0018579752596972372,1.845681628072797e-06,0.0029193711666523187,9.017858930672866e-05,0.0001117369835926791,1.0957032437131276e-05,1.478418938981073e-12,1.0533029549671952e-11
ARE,0.16499853892709843,0.09712197367153201,0.007816220056934827,0.04193928799266537,0.357629846877963,0.013156061062981417,0.0772618466753639,0.06176020401207832,0.06209782765890561,0.0061838163739865925,0.0005889463152308309,0.055731471947753776,0.0008346162228112673,0.008171729740710367,0.0019397160220396095,0.024320996003222857,0.005378297882098639,0.008676778883595838,0.0034086342045038373,8.232414612442646e-05,0.0009005722506093043,2.9301501689807456e-07,5.2088876720427735e-11,4.684068749303655e-12
ARG,0.2826995661170006,0.013131134835812328,0.21515408711987125,5.386652629339895e-05,1.9295474410523927e-06,0.057452746526806285,4.025980797266376e-05,0.10211774033015163,0.010482508819121744,0.01294744657458246,0.09745915018400826,0.11719814155167418,0.06831574505254806,0.0031299809931503763,0.0021934528463782455,0.002524027604864675,0.005724578627031452,0.0013703730677391906,0.007362991785755171,0.00043669123938901123,0.00010194703674506191,0.0001016329758184965,7.058385710901355e-10,1.2400590157248346e-10
ARM,0.21754916287039336,0.002213500901584138,0.057600344028409994,0.009176312321270919,0.19663879933417258,0.07335852349216078,0.1664474474138195,0.03476559536261075,0.017858486479978352,0.005827425789875977,0.0018903954529365078,0.02057473944437876,0.05582052734132403,4.770550316067644e-05,0.10655034697841326,0.00021462649243460038,0.004060633910914153,0.010849168857578103,0.008040699992967179,0.010198971883760505,0.00016107271231253752,0.00015551326808057345,4.2950934223425995e-11,1.2451174027034916e-10
ASM,0.07713799336626243,0.07833806975195813,0.1229489215143586,0.2736588054907172,0.013231033967681823,0.18817955775603468,0.10010773807534329,0.014859963977355482,5.5998064711277333e-05,0.02978185502264973,0.006536512026861561,0.0597615107840472,0.0005090300345842369,2.0151230409263816e-05,0.0074398448190303905,0.0024090563476763366,0.002379218161071186,0.0030611177587278734,0.018899203967364383,0.0004658629260766406,0.00019685349639095515,2.1694840225583736e-05,6.604734158053967e-09,1.572745869061163e-11
ATG,0.2842008808655514,0.00041284374182818095,0.07881715368797351,0.043061050444449245,0.017501625731762165,0.12896031490230384,0.012184229213885286,0.08238075026929617,0.0001584003760412181,0.05872749648064176,0.13015199900492821,0.09623986094588548,0.007754890897859776,0.0011797174302996588,0.0014377289188840445,0.03673200127979499,4.611017408970597e-05,0.008535952299742904,0.0045780461965704965,0.00690735906372899,1.685762243174983e-05,1.4730444192056544e-05,1.300266731451729e-12,6.559062390477182e-12
