Country Code,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24
ABW,-1.3274268673788523,0.48978647574520656,1.0779169219160603,0.5682202374422467,0.37092714543462624,0.2760037051422071,-0.15875069847687498,0.3340595666601943,0.04983853971028184,0.10377724487148829,0.39963575904228027,-0.11432849136735679,-0.05364989161247629,-0.37120879492653797,-0.24568412393421699,0.09337880171067046,-0.4564319664065917,-0.23842494717223728,0.01996867437377491,-0.34055850046720026,-0.004184206300834154,-0.01377750956741893,2.631301274712806e-05,5.398591281452382e-06
AFG,4.079557789352352,-3.6048828617348643,-3.8499380447287144,1.7405536939577686,1.8295433285635065,1.760223140978021,0.41840036837043926,1.185622433383651,-0.11709119254289017,0.5729748403413528,0.19895211729068302,-0.2419421634445449,0.37614396753182483,0.9291706696563856,-1.106349155790228,-0.6854755096575772,0.1403341381376866,-0.8081167642971067,-0.4089437253228406,-0.0785738613265143,0.2609120573684916,-0.034393089241221274,-9.247142189411059e-05,0.00018285299168348067
AGO,6.283142117845198,1.601360512266027,0.48443110843157466,-1.3067379596071382,-0.6780771558728421,0.7605604235947673,-0.23573086099760882,0.21183021477198075,0.8555095333338663,-0.8194385721118557,0.0930529800431692,0.7222590680433902,0.3918076869219216,0.7740855590327268,0.17654447372902146,-0.9010487619794736,0.3756138936707526,0.18481813279561823,-0.00581715403496219,-0.14249351512434344,0.012603229950323204,-0.018677123467349375,-7.482703769013661e-05,-5.504102348810299e-06
ALB,-0.9345483265842263,-0.054089870091189964,-2.255444017286687,1.8506178815229548,0.8013849637671895,1.7986303804342998,0.7492298379093003,-0.6075523974401877,-0.6544254442829515,-0.4235457378734972,-0.2265627201261266,-0.13060505291255647,-0.3742578178036955,-0.053662225839682505,-0.6263212231491311,-0.6969468970436944,0.11401010956360443,0.15172035018396476,0.46756844583456403,0.47015075919122634,-0.22684349358120412,0.02232272518924399,1.257579981151981e-05,-2.17512434721038e-05
AND,-2.7199341416047833,1.012450857890074,0.05685367280554542,-0.3523644110362625,0.5107224386890069,1.027956271145577,0.2514455982094102,1.0355137569211414,0.08855084328430873,0.3999635205070308,-0.06649611044526936,-0.37800725623262516,0.002474231042767022,0.22788233474372957,-0.030366884618616,-0.1445959915533498,-0.14585281304873496,-0.004596986633776618,-0.18282665082047667,0.03213265158308884,-0.03576788972742816,0.011200600830545636,4.114277730891853e-06,-1.0981748606481885e-05
ARE,-3.239555240730751,-2.4854446176105975,-0.7050886594966189,-1.6332620356060827,-4.76938321584487,0.9147623487816521,2.21680699294901,1.9819819800652254,-1.9873920330159613,-0.627153186328234,-0.19354555207319232,-1.8827627504873807,-0.23040333002586844,0.72094533857633,-0.3512484505988208,-1.2437583769881584,-0.5848813412623544,0.7428901596928309,0.46562419524979587,-0.07236173279885197,-0.23933412225271292,-0.004317081820659065,5.755960920896691e-05,-1.7260643032475914e-05
ARG,-1.852270892865414,0.39920232463915767,1.615908373412655,-0.025568274260726644,0.004839156433630201,0.835020867203068,0.022104351636435933,1.1132495525437764,0.35667654358109696,-0.3964003187213921,1.0875600380776378,1.1926205645167864,-0.91054693271557,0.1949004228384868,-0.16315713946405294,0.175020524653837,0.26358075252586766,0.12896187492865627,-0.2989297157521917,0.07279962981152467,0.03517460544147371,0.03512038370751706,-9.255387892003761e-05,-3.879387019199021e-05
ARM,-1.48387095409891,-0.14967776072772487,-0.7635367838322779,-0.30475547666459823,1.4107564108884765,0.8616734595260678,-1.2979441199235289,-0.5931878693718339,-0.42514761811297813,-0.2428598941782647,0.13832279555875904,-0.4563358595912079,0.7516478042466832,0.021973622845418178,-1.0384721637975358,0.046607852156712606,0.20272828395562026,0.3313718862920822,0.28527542091973085,0.32128882693347594,-0.04037647598849753,0.03967355791654788,-2.084988831260479e-05,-3.5499527875963034e-05
ASM,-0.580047458358198,0.5845420963524824,-0.7323045311515882,1.0925317656645555,0.24022945265342474,-0.9059736809536542,0.6607895768567358,0.2545881808821422,0.015628448595523942,-0.36041697074774703,-0.16885051589214642,-0.5105521901868532,-0.04711954233791733,-0.009375191423823342,-0.1801404727417187,-0.1025068383630813,-0.10187004375807464,-0.11554984786652867,0.2871118487370725,-0.045077355996179284,-0.02930224707742141,0.009727642189133506,-0.00016972938223175325,-8.282446440805625e-06
ATG,-1.1832608386801067,0.04509834808141811,0.6231292748693711,0.4605853196054507,0.2936344302375465,-0.797068826151379,-0.24500041032418668,-0.6370604630245212,0.027934820533997408,-0.5378838753499898,0.8007430960205346,0.6885655252599706,-0.1954589797649231,-0.07623541688711939,-0.08416010829343236,0.42539274308259833,-0.01507183609026791,-0.20506605242830045,-0.15017853617940727,-0.18446917168835023,-0.00911309594625545,-0.00851874666183111,2.5309525719255427e-06,5.68445277014097e-06
AUS,-2.9504279191410134,1.2609980920357813,-0.5725712927451679,-1.025392883055287,-0.6621232099621883,0.30218237754594757,0.007538755007291826,-0.1821083839223807,0.2377324222461949,0.5936526996267094,0.3038257276506333,-0.2390985867768795,0.34948577143268195,-0.035275468783147024,-0.29844781307888085,-0.1265299454174252,0.11089817903556837,-0.25730442243823504,0.14264357236333378,-0.023210211488361783,0.006715834043824361,-0.05960365535477984,-0.00031273484400870516,-1.4374604177180606e-05
AUT,-2.997398657893104,1.0941694101126476,0.77558799569831,-0.08644926130146656,-0.03525126649001887,0.4711585301354875,0.7072293942670688,0.7212921906281274,0.5240406994165738,0.09845535458325717,-0.1619424004747566,0.08504645894118365,-0.14109588446793847,0.03631551226817673,-0.020073075337521094,0.3481388631771837,-0.12183491618458414,-0.08587965995874189,-0.17434695275274667,0.08531609063335793,-0.04064994328725268,-0.0011277565290815227,-0.0003179471393015721,-3.234386237617412e-05
AZE,-0.20951776716995194,1.7029568980775371,-1.9608821336169024,1.352038365328468,-0.30127238617632585,1.0113161511649025,-0.8819043069439838,-1.6115190847807315,-1.5940691596172512,-1.4080985797129189,-0.5414012352516401,0.5477103248581674,-0.20718243646573825,0.08804069603499476,0.2253782072728138,-0.5078548657765839,-0.27267100071581696,-0.3244310481298807,0.016291074765431377,0.21041423622196204,-0.08204166059320428,-0.2237111327374947,-8.418139292481825e-05,-1.978350885220802e-05
BDI,5.644189525207301,2.733140915360555,-2.077655512874787,-0.5512837144511719,-0.8190663949309638,1.4272419986430764,-0.06980600545308022,0.7818332921757527,-0.9206665407731188,0.13698995401214573,-0.6493418387124203,-0.1950200742869263,1.3697969351249895,-0.9030163847865658,-0.7654286832365945,1.4979676754213676,0.4788892923323611,0.4249541267464455,-0.3114084860701375,-0.07670294687227719,0.026894852351642136,-0.0157733404607959,-3.982577030369676e-05,-5.942301299603433e-05
BEL,-3.2257469818144062,1.046593868105658,0.08723780426103364,-0.7553011000668951,-0.18355981817919892,0.914276165612417,0.19061163966201336,0.5686680267949181,0.11940538028268723,0.5191911164022933,0.05607594014541314,-0.2752316807248814,-0.08330772417721084,0.12819773884232463,-0.06396757951660259,0.15003460524933251,-0.4615339492716273,-0.33590126326711295,-0.19320277730235721,0.25922064539992556,-0.01723759566992131,0.01203894764491249,0.00023046681740422097,-3.472352038734806e-05
BEN,4.825958121235701,0.8713225981031512,-1.4939644763535636,-0.558635101840622,-0.14624199416736605,-2.0253956312969166,-0.6099636431429668,0.5370926470728926,-0.5623023039800152,0.6630537522882428,-0.010705133973237866,1.6981133408583904,0.7328524341063679,-0.9747381534599006,-0.4618809992821849,-0.10521745764143048,-0.190016586986724,-0.06384766879059317,-0.25381519095477173,0.0049140491862220146,-0.0422747689327613,0.022454082398877556,-0.0001467007217625648,-3.020910174918627e-06
BFA,4.635423372680907,0.08661200335284738,-1.440474822054177,-0.32444275077517265,0.37200238885087816,-2.27496931979195,-1.1911652051401682,1.2231774599873328,-0.9875352028518875,1.5769375077902315,-0.33590161825739007,0.43612754754546895,0.4271256997284405,-0.9004642241463923,0.13859584110671574,-1.1084474073071606,-0.047280526375134545,0.1860941168107831,0.3816931022252502,0.01547225089947552,-0.049174247747076065,0.020258313823271742,-7.797849596382305e-05,1.4323399676273788e-05
BGD,2.564757391039921,-2.1785347307059153,-2.3701787645677705,2.0836805290960276,1.0291582112585773,1.4512767253815815,1.6837601222440786,-0.14376984559927916,0.6408631816134625,0.507784542730074,1.1495846267332577,0.3323569159878014,-0.19727042008794515,1.4917426216930554,-0.05568445191649576,-0.14578239064912893,0.4737256472275243,-0.05256860059460315,0.3577725930107875,0.0839019318297258,0.4663305784433022,0.018581029003187845,-4.4488057608600234e-05,-2.568299211531959e-05
BGR,-1.8678511295481857,0.4396077893508256,0.17245444862670395,-0.010049385135407039,0.9097085421495404,-1.139097778130379,0.2500490366609846,0.8870879592456572,0.4162270941432568,0.8082309215368069,-0.6996263671469206,0.42211781414456345,0.1585126677521191,0.9149804209339278,-0.17897913346572739,0.15640843981656705,0.36175839590266706,0.46928507185469687,-0.22112387301928824,0.11473868371168122,0.02610095522077072,-0.004056205493691028,0.0003071058365135293,-2.4010138991486613e-05
BHR,-2.270689648138227,-3.306844056187678,-0.6773294139654082,-1.374848800881278,-3.666618721145777,-0.7450042519826645,1.7685340279700215,0.494251675484816,-0.6195755879307807,-0.4679097628932118,-0.24052410990705758,-0.049489949365228936,-0.2019351896842148,-0.2193939815444934,0.28044578085140626,0.22660530276220028,0.49210879504379684,-0.12800905786251754,-0.6538560669975372,0.008933686608998603,0.061514523136199525,-0.021667673106075737,-3.9920310319204145e-06,0.00018132611486009688
