Country Code,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24
ABW,0.0826250113373697,0.0406216510276948,0.2662507588695397,0.08048994772258743,0.04934794728909705,0.0344024459986569,0.012819866086044214,0.06918289794194124,0.0018160088869353026,0.00897020243292468,0.1601701682244615,0.015162876914122731,0.0037464068686129093,0.21946468715970496,0.10334351897107728,0.016013995493397232,0.5380887470425284,0.16770304357123506,0.0013536390796087985,0.9943211048521741,0.00043703489000228833,0.08689953342675863,0.02122152969973767,0.003625975236951707
AFG,0.7803986401830288,2.2005250019881224,3.3964697885684507,0.755236726805306,1.2005417176882522,1.3992488216446959,0.08905049040990762,0.8714525382074477,0.010023878876361848,0.27344442615425124,0.03969630459151832,0.06790406656735545,0.18415581862995212,1.3750519948082682,2.0956245455905087,0.8629527065310919,0.05086610316197668,1.9265744075105231,0.567716493525111,0.05292969602628102,1.6993319779666893,0.5415248307434419,0.2620900928893915,4.159758103151295
AGO,1.8511605696140223,0.4342323981846721,0.05377548339318676,0.4256819791367452,0.16491117436681835,0.26123234142332374,0.028267349198124965,0.027818053376033908,0.5351025969780905,0.5592819155309371,0.008683874147065377,0.6051439146855406,0.19981272728544297,0.9543464599082168,0.05336264086929257,1.4910757168710556,0.36440564870917935,0.10076894480766305,0.00011487500452342544,0.1740737991609171,0.003965095498741539,0.15969671460582419,0.17161397005124387,0.003769093731962993
ALB,0.04095376682231574,0.0004954226633706861,1.1656935094704215,0.8537717079685618,0.23034258518843748,1.460976892409286,0.2855501078410098,0.22883286653322368,0.3131177624457176,0.14941651487128516,0.05147897001345293,0.01978757723354826,0.18231357413609275,0.004586332120976212,0.6716195283213433,0.8920772964636671,0.033572874750847304,0.06790867036753197,0.7421553175214013,1.8950361159246463,1.2845250725998492,0.22812371090248482,0.004847376625253214,0.05886160706488579
AND,0.3469022381680307,0.17357688823703069,0.0007406914409288773,0.030952257291277534,0.09355386531342118,0.4772091674616219,0.03216179457343698,0.6647566167759843,0.005732878724325459,0.13324126139981993,0.0044345079143396065,0.1657574043425412,7.968154495269394e-06,0.08270836895151862,0.0015788087972375383,0.03839861998002195,0.054945410663637506,6.234247450243347e-05,0.11347061819665799,0.008851896711275573,0.0319357093589217,0.05743262178499172,0.0005188272086411158,0.01500399570411917
ARE,0.4921087699201098,1.0460493492266898,0.11392203490523325,0.6649974580339517,8.158612296011926,0.37789927551471947,2.4998155462453826,2.4352879858920153,2.887715745063886,0.3276010136631369,0.03756810930522847,4.112101812324605,0.06909629273265873,0.8278140860648096,0.21123111591649193,2.8410255966415487,0.8835626271856067,1.6281213291850702,0.7359960657441452,0.044891190605234825,1.4298786233558483,0.008532112275159012,0.10154796084292946,0.037066184047484234
ARG,0.16087898929214936,0.02698547805904903,0.598347853517639,0.00016297128245019651,8.399069612613854e-06,0.3148865819711128,0.0002485465621971285,0.7683091078122235,0.09301145766240082,0.1308777923490661,1.186204128064338,1.6499745724285446,1.07915024747349,0.06049976649009458,0.04557652655617192,0.05625758326928737,0.17944410319456872,0.049063692685531124,0.3033490171536713,0.045436152613134134,0.0308850565253114,0.5646697287910247,0.2625577142260587,0.18723634397323088
ARM,0.10324822462176428,0.0037936612402040644,0.1335919235470457,0.023153214147096708,0.7138318516401719,0.3353087836872135,0.8569671798944657,0.21814006859055107,0.13214990412737868,0.04912579296111294,0.019188475140184916,0.24156936593075784,0.735370204733505,0.0007690090801744885,1.8463701849216152,0.003989525894534999,0.10615256499042458,0.32394320468809706,0.27626961566779307,0.8849820327004024,0.040695534265395246,0.7205735250295866,0.013324256952883995,0.15678665341909853
ASM,0.01577674409573838,0.05785962018930297,0.12288637048455169,0.29756126538976696,0.020698761531231593,0.37067275010258355,0.22211534691110646,0.040181615986752794,0.0001785743545538339,0.10819530985910267,0.028592868856392284,0.3023799223882117,0.002889877078632401,0.00013998723119075981,0.05555864626868088,0.019297843777375655,0.026803702540101598,0.03938912291375993,0.2798379722183619,0.01742047838750996,0.02143343525341654,0.04332027225191256,0.8829774134809254,0.008534561419309352
ATG,0.0656525059141733,0.0003444016801967749,0.08897675947178019,0.05288450377428768,0.03092472261178449,0.28691360699741547,0.030534149138611827,0.25160092234068016,0.000570530837210179,0.24097668246486398,0.6430420218240661,0.5500006640225745,0.049726569365578045,0.009256391073623863,0.012126671979789295,0.3323404951832957,0.0005867243723327223,0.12405809180435495,0.07656321248883757,0.29173652335425243,0.0020731074711691304,0.03322212501168174,0.00019633763133445852,0.004020140770608748
